120.72.91.170,05,/shop,null,21,4,0,21,4
120.72.91.170,05,/shop/cart,channelversion,21,4,0,21,4
1.22.247.71,09,/shop/summary/1116224164,null,0,0,1,109,7
1.22.247.71,09,/shop/cart,channelversion,1,1,1,109,7
1.22.247.71,09,/shop/orderdetail/1116224164,channelversion,2,2,1,109,7
1.22.247.71,09,/shop/orderdetail/1116224164,channelversion,12,3,1,109,7
1.22.247.71,09,/shop/orderdetail/1116224164,channelversion,22,3,1,109,7
1.22.247.71,09,/shop/orderdetail/1116224164,channelversion,32,3,1,109,7
1.22.247.71,09,/shop/action,null,32,3,1,109,7
1.22.247.71,09,/shop/v1/frequentorders,channelversion,46,4,1,109,7
1.22.247.71,09,/shop/logout,channelversion,107,5,1,109,7
1.22.247.71,09,/shop,null,108,6,1,109,7
1.22.247.71,09,/shop/cart,channelversion,109,7,1,109,7
122.160.63.32,06,/papi/rr/products/2679084/statistics,channelversion,0,0,0,2,3
122.160.63.32,06,/papi/nps/merchantrating,merchant_idchannelversion,2,1,0,2,3
122.160.63.32,06,/papi/v1/promosearch/product/2679084/offers,parent_idpricechannelversion,2,2,0,2,3
122.160.63.32,10,/papi/v1/promosearch/product/12463557/offers,parent_idpricechannelversion,0,0,1,105,8
122.160.63.32,10,/papi/nps/merchantrating,merchant_idchannelversion,0,1,1,105,8
122.160.63.32,10,/papi/rr/products/12463557/statistics,channelversion,1,2,1,105,8
122.160.63.32,10,/papi/v1/promosearch/product/2679084/offers,parent_idpricechannelversion,48,3,1,105,8
122.160.63.32,10,/papi/nps/merchantrating,merchant_idchannelversion,48,4,1,105,8
122.160.63.32,10,/papi/rr/products/2679084/statistics,channelversion,48,5,1,105,8
122.160.63.32,10,/vodafone-postpaid-mobile-online-bill-payment.htm,null,98,6,1,105,8
122.160.63.32,10,/shop/ad/paytmAd,catoppaytm,105,7,1,105,8
58.146.100.12,11,/shop,utm_sourceutm_mediumutm_campaignutm_term,0,0,0,0,1
203.76.141.156,11,/shop/cart,channelversion,0,0,0,0,1
61.12.38.106,11,/shop/cart,channelversion,0,0,0,0,1
115.184.16.7,06,/offer/rupay/,null,0,0,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/image-slider-responsive/css/flexslider.css,ver,6,1,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/contact-form-7/includes/css/styles.css,ver,10,2,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-awesome-faq/jquery-ui.css,ver,11,3,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/images-thumbnail-sliderv1/css/images-thumbnail-sliderv1-style.css,ver,12,4,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wc-gallery/includes/css/style.css,ver,21,5,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wc-gallery/includes/css/magnific-popup.css,ver,22,6,2,158,55
115.184.16.7,06,/offer/rupay/,null,35,7,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-awesome-faq/jquery-ui.css,ver,39,7,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wc-gallery/includes/css/style.css,ver,42,7,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/images-thumbnail-sliderv1/css/images-thumbnail-sliderv1-style.css,ver,43,7,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wc-gallery/includes/css/magnific-popup.css,ver,44,7,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wc-gallery/includes/js/flexslider/flexslider.css,ver,46,7,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.carousel.min.css,ver,56,8,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wc-gallery/includes/js/owlcarousel/assets/owl.theme.default.css,ver,58,9,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/slider-plus-lightbox-style.css,ver,61,10,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-image-slider-with-lightbox/css/jquery.lbox.css,ver,62,11,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/images-responsive-thumbnail-slider-plus-lighbox-style.css,ver,63,12,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/css/l-box-css.css,ver,64,13,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-thumbnail-slider/css/wpt-slide.css,ver,64,14,2,158,55
115.184.16.7,06,/offer/wp-content/themes/twentytwelve/style.css,ver,68,15,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-social-sharing/static/socialshare.css,ver,69,16,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/owl-carousel/css/owl.carousel.css,ver,74,17,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/owl-carousel/css/owl.theme.css,ver,76,18,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/owl-carousel/css/owl.transitions.css,ver,77,19,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/owl-carousel/css/styles.css,ver,78,20,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/really-simple-facebook-twitter-share-buttons/style.css,ver,79,21,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/easy-logo-slider/css/jcarouselresponsive.css,ver,79,22,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/image-slider-responsive/js/jquery.flexslider-min.js,ver,80,23,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/easy-logo-slider/css/style-admin.css,ver,80,24,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/ui/core.min.js,ver,85,25,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/ui/widget.min.js,ver,94,26,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/ui/accordion.min.js,ver,96,27,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-awesome-faq/accordion.js,ver,97,28,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarouselskins.js,ver,99,29,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wonderplugin-carousel/engine/wonderplugincarousel.js,ver,99,30,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/images-thumbnail-sliderv1/js/jc.js,ver,99,31,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-image-slider-with-lightbox/js/slider-plus-lightbox-js.js,ver,103,32,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-image-slider-with-lightbox/js/jquery.lbox.min.js,ver,104,33,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/images-responsive-thumbnail-slider-plus-lightbox-jc.js,ver,108,34,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-responsive-slider-with-lightbox/js/l-box-js.js,ver,114,35,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-thumbnail-slider/js/wpt-js.js,ver,114,36,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/easy-logo-slider/js/jquery.jcarousel.min.js,ver,120,37,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/easy-logo-slider/js/jcarousel.responsive.js,ver,121,38,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/owl-carousel/js/script.js,ver,125,39,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/owl-carousel/js/owl.carousel.js,ver,125,40,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js,ver,127,41,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/contact-form-7/includes/js/scripts.js,ver,132,42,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/ui/mouse.min.js,ver,135,43,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/ui/resizable.min.js,ver,137,44,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/ui/draggable.min.js,ver,138,45,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/ui/button.min.js,ver,142,46,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/ui/position.min.js,ver,144,47,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/ui/dialog.min.js,ver,144,48,2,158,55
115.184.16.7,06,/offer/wp-includes/js/masonry.min.js,ver,145,49,2,158,55
115.184.16.7,06,/offer/wp-includes/js/jquery/jquery.masonry.min.js,ver,146,50,2,158,55
115.184.16.7,06,/offer/wp-content/themes/twentytwelve/js/navigation.js,ver,148,51,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/logo-slider/lgs_jquery.cycle2.js,ver,151,52,2,158,55
115.184.16.7,06,/offer/wp-content/plugins/wp-social-sharing/static/socialshare.js,ver,154,53,2,158,55
115.184.16.7,06,/offer/wp-includes/js/wp-emoji-release.min.js,ver,158,54,2,158,55
120.61.80.101,11,/papi/v1/expresscart/verify,null,0,0,1,76,6
120.61.80.101,11,/shop/login,isIframetheme,23,1,1,76,6
120.61.80.101,11,/shop/authresponse,codestate,76,2,1,76,6
120.61.80.101,11,/shop/v1/frequentorders,channelversion,76,3,1,76,6
120.61.80.101,11,/shop/cart,channelversion,76,4,1,76,6
120.61.80.101,11,/api/v1/expresscart/checkout,wallet,76,5,1,76,6
183.82.105.156,10,/shop,utm_sourceutm_mediumutm_campaignutm_term,0,0,0,8,3
183.82.105.156,10,/shop/cart,channelversion,4,1,0,8,3
183.82.105.156,10,/favicon.ico,null,8,2,0,8,3
1.187.10.66,16,/online-prepaid-videocon-d2h-recharge.htm,null,0,0,0,5,4
1.187.10.66,16,/shop/v1/frequentorders,channelversion,3,1,0,5,4
1.187.10.66,16,/shop/ad/paytmAd,catoppaytm,4,2,0,5,4
1.187.10.66,16,/shop/cart,channelversion,5,3,0,5,4
182.71.84.218,10,/shop/g/electronics/computers-accessories/computer-accessories-store/extra-18-off-on-laptops,utm_mediumutm_sourceutm_campaignutm_term,0,0,0,9,2
182.71.84.218,10,/shop/cart,channelversion,9,1,0,9,2
116.68.120.81,18,/shop,utm_sourceutm_mediumutm_campaign,0,0,0,15,3
116.68.120.81,18,/shop/cart,null,5,1,0,15,3
116.68.120.81,18,/favicon.ico,null,15,2,0,15,3
43.249.225.7,16,/,null,0,0,0,0,1
202.131.115.130,05,/papi/nps/merchantrating,merchant_idchannelversion,0,0,4,253,8
202.131.115.130,05,/papi/v1/promosearch/product/16220610/offers,parent_idpricechannelversion,0,1,4,253,8
202.131.115.130,05,/papi/rr/products/16220610/statistics,channelversion,0,2,4,253,8
202.131.115.130,05,/papi/nps/merchantrating,merchant_idchannelversion,23,3,4,253,8
202.131.115.130,05,/papi/v1/promosearch/product/7546761/offers,parent_idpricechannelversion,23,4,4,253,8
202.131.115.130,05,/papi/rr/products/7546761/statistics,channelversion,24,5,4,253,8
202.131.115.130,05,/offer,null,253,6,4,253,8
202.131.115.130,05,/shop/v1/frequentorders,channelversion,253,7,4,253,8
202.131.115.130,06,/papi/nps/merchantrating,merchant_idchannelversion,0,0,1,85,9
202.131.115.130,06,/papi/v1/promosearch/product/17471896/offers,parent_idpricechannelversion,0,1,1,85,9
202.131.115.130,06,/papi/rr/products/17471896/statistics,channelversion,0,2,1,85,9
202.131.115.130,06,/papi/v1/promosearch/product/16660784/offers,parent_idpricechannelversion,48,3,1,85,9
202.131.115.130,06,/papi/nps/merchantrating,merchant_idchannelversion,48,4,1,85,9
202.131.115.130,06,/papi/rr/products/16660784/statistics,channelversion,48,5,1,85,9
202.131.115.130,06,/papi/nps/merchantrating,merchant_idchannelversion,85,6,1,85,9
202.131.115.130,06,/papi/v1/promosearch/product/7472823/offers,parent_idpricechannelversion,85,7,1,85,9
202.131.115.130,06,/papi/rr/products/7472823/statistics,channelversion,85,8,1,85,9
117.230.216.137,09,/shop/log,null,0,0,0,29,3
117.230.216.137,09,/papi/v1/expresscart/verify,null,13,1,0,29,3
117.230.216.137,09,/shop/login,isIframetheme,29,2,0,29,3
117.230.216.137,10,/shop/summary/1116534373,null,0,0,13,830,7
117.230.216.137,10,/myorders/1116534373,null,1,1,13,830,7
117.230.216.137,10,/shop/cart,null,5,2,13,830,7
117.230.216.137,10,/shop/orderdetail/1116534373,actions,8,3,13,830,7
117.230.216.137,10,/shop/summary/1116576099,null,823,4,13,830,7
117.230.216.137,10,/myorders/1116576099,null,825,5,13,830,7
117.230.216.137,10,/shop/cart,null,829,6,13,830,7
117.230.216.137,10,/shop/orderdetail/1116576099,actions,830,6,13,830,7
117.195.36.92,17,/shop/login,isIframetheme,0,0,0,0,1
117.241.207.234,16,/shop,utm_sourceutm_mediumutm_campaignutm_term,0,0,0,3,3
117.241.207.234,16,/shop/h/electronics,utm_sourceutm_mediumutm_campaignutm_term,0,1,0,3,3
117.241.207.234,16,/shop/cart,channelversion,1,2,0,3,3
117.241.207.234,16,/shop/cart,channelversion,3,3,0,3,3
106.51.58.40,10,/shop/login,isIframetheme,0,0,0,26,4
106.51.58.40,10,/shop/authresponse,codestate,25,1,0,26,4
106.51.58.40,10,/shop/v1/frequentorders,channelversion,26,2,0,26,4
106.51.58.40,10,/shop/cart,channelversion,26,3,0,26,4
202.89.106.204,05,/offer/wp-content/uploads/2015/07/main_sports_health_14jul.jpg,null,0,0,0,22,3
202.89.106.204,05,/offer/wp-content/uploads/2015/07/bedlinen.jpg,null,3,1,0,22,3
202.89.106.204,05,/offer/termsconditions/,src,22,2,0,22,3
202.89.106.204,09,/papi/v1/expresscart/verify,null,0,0,0,16,2
202.89.106.204,09,/shop/cart,channelversion,16,1,0,16,2
202.89.106.204,10,/papi/rr/products/16393393/statistics,channelversion,0,0,0,0,1
223.176.135.55,10,/favicon.ico,null,0,0,15,906,5
223.176.135.55,10,/,null,24,1,15,906,5
223.176.135.55,10,/shop/cart,null,76,2,15,906,5
223.176.135.55,10,/favicon.ico,null,112,3,15,906,5
223.176.135.55,10,/papi/v1/expresscart/verify,null,882,3,15,906,5
223.176.135.55,10,/shop/login,isIframetheme,906,4,15,906,5
223.176.135.55,16,/settings,null,0,0,2,172,4
223.176.135.55,16,/settings,null,169,1,2,172,4
223.176.135.55,16,/shop/cart,null,171,1,2,172,4
223.176.135.55,16,/shop/wallet/balance,null,172,2,2,172,4
223.176.135.55,16,/shop/user/address,null,172,3,2,172,4
180.215.199.211,11,/,null,0,0,2,121,6
180.215.199.211,11,/shop/cart,channelversion,4,1,2,121,6
180.215.199.211,11,/papi/nps/merchantrating,merchant_idchannelversion,83,2,2,121,6
180.215.199.211,11,/papi/v1/promosearch/product/8694775/offers,parent_idpricechannelversion,83,3,2,121,6
180.215.199.211,11,/papi/rr/products/8694775/statistics,channelversion,83,4,2,121,6
180.215.199.211,11,/shop/h/electronics/kitchen-appliances,src,119,5,2,121,6
180.215.199.211,11,/shop/cart,channelversion,121,6,2,121,6
49.205.224.57,06,/papi/rr/products/8988801/statistics,channelversion,0,0,0,0,3
49.205.224.57,06,/papi/nps/merchantrating,merchant_idchannelversion,0,1,0,0,3
49.205.224.57,06,/papi/v1/promosearch/product/8988801/offers,parent_idpricechannelversion,0,2,0,0,3
120.59.140.206,05,/shop/summary/1115386718,null,0,0,1,75,11
120.59.140.206,05,/shop/cart,channelversion,1,1,1,75,11
120.59.140.206,05,/shop/orderdetail/1115386718,channelversion,2,2,1,75,11
120.59.140.206,05,/shop/cart,channelversion,11,3,1,75,11
120.59.140.206,05,/shop/cart,null,24,3,1,75,11
120.59.140.206,05,/shop/cart,channelversion,24,4,1,75,11
120.59.140.206,05,/shop/cart,channelversion,24,4,1,75,11
120.59.140.206,05,/shop/v1/frequentorders,channelversion,26,4,1,75,11
120.59.140.206,05,/papi/v1/expresscart/verify,null,58,5,1,75,11
120.59.140.206,05,/api/v1/expresscart/checkout,wallet,64,6,1,75,11
120.59.140.206,05,/shop/summary/1115393410,null,72,7,1,75,11
120.59.140.206,05,/shop/cart,channelversion,73,8,1,75,11
120.59.140.206,05,/shop/orderdetail/1115393410,channelversion,74,8,1,75,11
120.59.140.206,05,/api/user/favourite,channelversion,75,9,1,75,11
120.59.140.206,05,/images/greyStar.png,null,75,10,1,75,11
122.161.91.3,06,/shop/authresponse,codestate,0,0,0,36,4
122.161.91.3,06,/shop/v1/frequentorders,channelversion,0,1,0,36,4
122.161.91.3,06,/shop/cart,channelversion,1,2,0,36,4
122.161.91.3,06,/shop/cart,channelversion,1,3,0,36,4
122.161.91.3,06,/shop/cart,null,1,3,0,36,4
122.161.91.3,06,/shop/cart,null,25,4,0,36,4
122.161.91.3,06,/shop/cart,null,36,4,0,36,4
122.161.91.3,10,/papi/nps/merchantrating,merchant_idchannelversion,0,0,4,255,12
122.161.91.3,10,/papi/rr/products/13069955/statistics,channelversion,0,1,4,255,12
122.161.91.3,10,/papi/v1/promosearch/product/13069955/offers,parent_idpricechannelversion,0,2,4,255,12
122.161.91.3,10,/shop/cart,channelversion,9,3,4,255,12
122.161.91.3,10,/shop/cart,null,21,4,4,255,12
122.161.91.3,10,/shop/cart,null,38,5,4,255,12
122.161.91.3,10,/shop/cart,null,44,5,4,255,12
122.161.91.3,10,/shop/v1/frequentorders,channelversion,188,5,4,255,12
122.161.91.3,10,/shop/wallet/txnhistory,page_sizepage_numberchannelversion,223,6,4,255,12
122.161.91.3,10,/shop/wallet/balance,channelversion,224,7,4,255,12
122.161.91.3,10,/shop/wallet/txnhistory,page_sizepage_numberchannelversion,250,8,4,255,12
122.161.91.3,10,/shop/wallet/txnhistory,page_sizepage_numberchannelversion,252,9,4,255,12
122.161.91.3,10,/shop/wallet/txnhistory,page_sizepage_numberchannelversion,254,10,4,255,12
122.161.91.3,10,/shop/wallet/txnhistory,page_sizepage_numberchannelversion,255,11,4,255,12
14.102.93.28,10,/shop/g/gifts-and-sweets/dry-fruits,null,0,0,2,146,4
14.102.93.28,10,/shop/cart,null,11,1,2,146,4
14.102.93.28,10,/papi/v1/promosearch/product/16305263/offers,parent_id,100,2,2,146,4
14.102.93.28,10,/papi/v1/promosearch/product/8830653/offers,parent_id,146,3,2,146,4
182.71.117.242,06,/papi/v1/expresscart/verify,null,0,0,0,50,2
182.71.117.242,06,/papi/v1/expresscart/verify,null,7,1,0,50,2
182.71.117.242,06,/papi/v1/expresscart/verify,null,13,1,0,50,2
182.71.117.242,06,/papi/v1/expresscart/verify,null,15,1,0,50,2
182.71.117.242,06,/papi/v1/expresscart/verify,null,33,1,0,50,2
182.71.117.242,06,/papi/v1/expresscart/verify,null,40,1,0,50,2
182.71.117.242,06,/papi/v1/expresscart/verify,null,45,1,0,50,2
182.71.117.242,06,/api/v1/expresscart/checkout,wallet,50,1,0,50,2
1.38.20.172,16,/,null,0,0,0,0,1
107.167.107.147,16,/blog/the-all-new-paytm-cash-wallet-for-you/,null,0,0,12,759,37
107.167.107.147,16,/blog/wp-content/themes/svbtle/style.css,null,0,1,12,759,37
107.167.107.147,16,/blog/wp-includes/js/wp-emoji-release.min.js,ver,1,2,12,759,37
107.167.107.147,16,/blog/wp-content/plugins/jetpack/_inc/genericons/genericons/genericons.css,ver,1,3,12,759,37
107.167.107.147,16,/blog/wp-content/plugins/jetpack/css/jetpack.css,ver,1,4,12,759,37
107.167.107.147,16,/blog/wp-includes/js/jquery/jquery.js,ver,2,5,12,759,37
107.167.107.147,16,/blog/wp-includes/js/jquery/jquery-migrate.min.js,ver,3,6,12,759,37
107.167.107.147,16,/blog/wp-content/plugins/jetpack/modules/related-posts/related-posts.js,ver,4,7,12,759,37
107.167.107.147,16,/blog/wp-content/uploads/2014/11/favicon.png,null,4,8,12,759,37
107.167.107.147,16,/blog/wp-content/uploads/2014/11/favicon.ico,null,4,9,12,759,37
107.167.107.147,16,/blog/wp-content/uploads/2014/11/logo3.jpg,null,5,10,12,759,37
107.167.107.147,16,/blog/wp-content/plugins/akismet/_inc/form.js,ver,6,11,12,759,37
107.167.107.147,16,/blog/wp-includes/js/comment-reply.min.js,ver,6,12,12,759,37
107.167.107.147,16,/blog/wp-content/plugins/jetpack/modules/sharedaddy/images/loading.gif,null,6,13,12,759,37
107.167.107.147,16,/blog/wp-content/plugins/jetpack/modules/sharedaddy/sharing.js,ver,7,14,12,759,37
107.167.107.147,16,/blog/the-all-new-paytm-cash-wallet-for-you/,relatedpostsrelatedposts_exclude,8,15,12,759,37
107.167.107.147,16,/blog/wp-admin/admin-ajax.php,null,8,16,12,759,37
107.167.107.147,16,/blog/wp-content/plugins/jetpack/modules/sharedaddy/images/loading.gif,null,8,17,12,759,37
107.167.107.147,16,/blog/,null,30,17,12,759,37
107.167.107.147,16,/blog/wp-content/themes/svbtle/style.css,null,31,18,12,759,37
107.167.107.147,16,/blog/wp-includes/js/wp-emoji-release.min.js,ver,31,18,12,759,37
107.167.107.147,16,/blog/wp-content/plugins/jetpack/_inc/genericons/genericons/genericons.css,ver,32,18,12,759,37
107.167.107.147,16,/blog/wp-content/plugins/jetpack/css/jetpack.css,ver,32,18,12,759,37
107.167.107.147,16,/blog/wp-includes/js/jquery/jquery.js,ver,32,18,12,759,37
107.167.107.147,16,/blog/wp-includes/js/jquery/jquery-migrate.min.js,ver,33,18,12,759,37
107.167.107.147,16,/blog/wp-content/uploads/2014/11/favicon.png,null,34,18,12,759,37
107.167.107.147,16,/blog/wp-content/uploads/2014/11/favicon.ico,null,34,18,12,759,37
107.167.107.147,16,/blog/wp-content/uploads/2015/07/Times-of-india_13th-July.jpg,null,34,18,12,759,37
107.167.107.147,16,/blog/wp-content/uploads/2015/07/Paytm_Sale.jpg,null,34,19,12,759,37
107.167.107.147,16,/blog/wp-content/uploads/2015/06/Ndtvprofit_article_19th-june.jpg,null,34,20,12,759,37
